Sr,Title,Name as per Document (e.g. Leaving Certificate),Birth Date,Student Status,Application No.,Institute,Course,Program,Admission Quota,Student Phone 1,Student Phone 2,Whatsapp No.,Email,Email Alternate,Emergency Contact No.,Father Mobile No.,Mother Mobile No.,Guardian Mobile No.,Aadhaar Card No.
3707,Mrs,Anvi Luthra,03-01-1981,Provisionally Admitted,25PG951587,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,7954376435,1749040306,7954376435,nkulkarni@agate.com,barmanfarhan@yahoo.com,303998948,1969160599,7730657378,4532599689,8.41592E+11
3708,Miss,Rohan Balasubramanian,22-03-1974,Provisionally Admitted,25PG832186,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,450555642,4949138011,450555642,kantaarav@chaudhuri.com,kiara00@saxena.info,9017352763,5187314358,9839012572,6760687358,5.40618E+11
3709,Miss,Sahil Sahni,29-06-1977,Duplicate,25UG628897,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,8961396130,5418562433,8961396130,biju33@kala.com,goelvanya@dutta-jayaraman.com,2038729950,2645480411,7516172107,6252193598,5.17008E+11
3710,Mr,Anaya Keer,03-06-1978,Provisionally Admitted,25UG385827,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,370504292,7667962871,370504292,oorja55@dugal-goyal.com,jvarghese@varkey.org,3513640042,3147212148,1280072653,4052026216,4.06865E+11
3711,Miss,Lavanya Rege,28-12-1997,Provisionally Admitted,25PG649497,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,9181161631,7970699176,9181161631,myraray@yahoo.com,mishtivarma@rau.com,3141167836,6817481695,4860124422,1759997663,3.03016E+11
3712,Mr,Badal Sarraf,27-10-1991,Provisionally Admitted,25PG472947,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,3874654633,4549466090,3874654633,aluthra@yahoo.com,ritvikkala@yahoo.com,1483380340,5776336065,6497894845,9112942986,7.57478E+11
3713,Ms,Elakshi Raju,18-12-1972,Duplicate,25UG151330,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,General - Installment,9335185031,2968219702,9335185031,gillrohan@sibal.info,sahotatanya@gmail.com,6884901131,4889456749,608069208,5785446835,5.7022E+11
3714,Mrs,Bhavin Suri,11-02-2004,Duplicate,25PG750913,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,2456956864,1453192084,2456956864,lsibal@yahoo.com,khushi49@yahoo.com,8246283627,2888969196,2424716396,5232416812,2.12312E+11
3715,Ms,Fateh Kaul,07-03-1995,Provisionally Admitted,25UG849511,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,General - Installment,8053823865,6138034419,8053823865,anyatank@bobal-saraf.biz,aradhyadada@yahoo.com,2473624907,5934846599,5326723667,7326706887,7.36101E+11
3716,Miss,Hridaan Bhattacharyya,05-03-1991,Duplicate,25UG777265,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,7518459146,7230228395,7518459146,sahil31@gmail.com,mohanlal10@hotmail.com,9164596649,9907477236,5804068513,9401623265,6.2378E+11
3717,Miss,Hrishita Vohra,28-06-1972,Provisionally Admitted,25UG972206,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,8998510430,8325901161,8998510430,beraanaya@konda.com,miraansinghal@gmail.com,2475570511,4684087700,9408247709,2435811272,2.47276E+11
3718,Ms,Mamooty Khare,17-02-1995,Provisionally Admitted,25PG820552,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,8064742994,7335305854,8064742994,shaelakshi@gmail.com,karirati@kashyap.com,7846154885,3821734556,647274104,1977021594,6.47356E+11
3719,Ms,Anaya Kibe,03-11-1970,Duplicate,25UG467463,Centre for Distance and Online Education,MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,458794818,4256432472,458794818,kiaandin@hotmail.com,dassbiju@hotmail.com,1424890833,1743236158,3668251845,1975880767,2.46602E+11
3720,Dr,Lagan Manda,20-12-1974,Duplicate,25PG802648,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,1819722674,29504452,1819722674,duasaanvi@hotmail.com,deviarhaan@gmail.com,1796000044,9731345458,5433494307,2306889564,4.68496E+11
3721,Mr,Drishya Kannan,07-05-1996,Duplicate,25PG435194,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,4256160145,9105347031,4256160145,gandhianay@hotmail.com,chauhanmisha@gmail.com,4214065282,3767521373,6003911225,7884600152,5.43012E+11
3722,Miss,Prisha Ravi,17-04-1979,Duplicate,25UG783452,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,4462378257,4382756043,4462378257,madhup63@gmail.com,malhotraheer@gara.info,7987331921,9843237179,5361083672,917526564,6.11532E+11
3723,Ms,Hridaan Sami,03-10-1994,Provisionally Admitted,25UG994464,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,873633992,7189784732,873633992,fateh36@yahoo.com,parinaazsubramanian@gmail.com,5712387989,4504514888,8365474303,3439723171,3.96577E+11
3724,Ms,Jayesh Vaidya,07-04-1981,Provisionally Admitted,25UG616081,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,9294369479,4474148963,9294369479,madhup22@shetty.net,akarsh60@hotmail.com,6429175965,4554169802,1852218331,2929728526,1.74362E+11
3725,Dr,Kiara Banik,13-03-1990,Duplicate,25UG548127,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,3913473559,2290357499,3913473559,raveltiya@das.com,trishatank@gmail.com,9386770393,2535590687,2639902905,5076389347,2.56074E+11
3726,Dr,Prerak Banerjee,26-09-1978,Duplicate,25UG204240,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,8579072469,8749185952,8579072469,xwagle@amble.com,godadhanush@tiwari.biz,1141644290,2912581916,391646301,8534577292,1.43172E+11
3727,Miss,Ranbir Swaminathan,13-10-2002,Duplicate,25PG550843,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PIET-1 - MTech - PG-CE,VACANT QUOTA,1352797761,7578108837,1352797761,lavanyakamdar@sarin-raj.com,gardehunar@yahoo.com,2324357749,8512715801,3650959416,2330745038,4.44965E+11
3728,Dr,Eva Chaudhary,16-07-1994,Duplicate,25UG417337,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,8617691889,7816072447,8617691889,dharmajansachar@bedi.com,mehulkapur@gmail.com,130668234,2820810249,445363879,1729700420,7.438E+11
3729,Dr,Aradhya Ghosh,28-08-1994,Provisionally Admitted,25UG928467,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,7383737281,3073883825,7383737281,manderheer@dhillon-rajagopal.net,soodaradhya@bhagat-mani.org,1141293348,9263847355,7779812043,8259528448,2.45228E+11
3730,Mr,Shaan Agarwal,25-08-1995,Provisionally Admitted,25PG662907,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,4461681758,732637827,4461681758,prisha93@hotmail.com,rohanchaudry@yahoo.com,7444403731,4540536903,7753224770,8175244054,7.45569E+11
3731,Ms,Rania Vyas,11-01-1970,Provisionally Admitted,25UG856285,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Lumpsum,5132698715,378435757,5132698715,tandonveer@yahoo.com,dishani22@brahmbhatt-atwal.com,6930365870,1914866360,7700368270,4259688318,9.06637E+11
3732,Mr,Lavanya Contractor,29-11-1973,Provisionally Admitted,25UG742248,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,4702234232,8519214801,4702234232,bbail@gmail.com,ychad@hotmail.com,3150979356,749200871,2416475125,8549563331,6.95535E+11
3733,Miss,Manikya Tank,24-10-2005,Duplicate,25PG654496,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Installment,7035738655,2855511248,7035738655,jayantlalla@yahoo.com,samidrishya@sarraf-wali.net,4167879426,3679703472,9870850957,3824573918,9.0772E+11
3734,Miss,Purab Shenoy,26-02-1980,Duplicate,25PG376973,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,8020184639,2152565817,8020184639,daveurvi@saini.org,pari48@sridhar-dayal.com,1667442372,803994005,7739097932,5874840493,3.10542E+11
3735,Dr,Veer Baria,20-11-1972,Provisionally Admitted,25UG211086,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,8298316167,2764703573,8298316167,fkhurana@yahoo.com,ravisaanvi@hotmail.com,4404869484,2665241374,6567236096,8069893545,1.99166E+11
3736,Miss,Elakshi Amble,07-06-2006,Duplicate,25PG588478,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,1421011350,2612030588,1421011350,qghosh@gmail.com,shaan45@yahoo.com,6583135309,9426088481,4811345783,4784240033,9.2563E+11
3737,Miss,Kismat Zachariah,02-07-1979,Duplicate,25PG381055,Centre for Distance and Online Education,MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,9047830617,7253500528,9047830617,manikyasanghvi@gmail.com,agarwaljayant@shan.net,7734605632,2327806784,3300508507,3140024982,9.94183E+11
3738,Dr,Alisha Sampath,29-10-1972,Provisionally Admitted,25PG646599,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,5152435689,7638008176,5152435689,reyansh02@mand-rajagopalan.net,kavya76@yahoo.com,292626494,1731218801,9108871654,4011632943,6.02442E+11
3739,Miss,Nakul Zachariah,05-07-1999,Duplicate,25UG919238,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Lumpsum,7706124489,6568052246,7706124489,kvirk@yahoo.com,xbalan@khanna.com,2352155817,4500475103,1841412114,1988696858,4.97661E+11
3740,Mr,Azad Comar,14-03-1999,Provisionally Admitted,25UG940309,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,5784896956,9229284113,5784896956,chawlamannat@gmail.com,kulkarnisamar@gmail.com,9826490292,3558174055,8398861525,477957113,8.61621E+11
3741,Miss,Zoya Deol,03-02-1973,Provisionally Admitted,25PG354056,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,9327868627,2014700957,9327868627,chanda@yahoo.com,aaina60@iyengar-seth.com,4351118462,6887490534,6363045714,1433755993,3.59079E+11
3742,Mr,Vivaan Tara,29-12-1981,Duplicate,25PG635714,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Installment,3029310495,2015353410,3029310495,nirvimannan@virk.com,nirvaankala@yahoo.com,389842860,360023305,5714875503,8038997109,3.56839E+11
3743,Mrs,Biju Lad,31-10-2001,Provisionally Admitted,25UG666272,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,587047737,3412795595,587047737,aradhya64@yahoo.com,shaan27@bhalla.com,8625168124,2035421927,9906405362,6307400454,9.42952E+11
3744,Mr,Veer Kurian,10-03-1986,Provisionally Admitted,25UG350470,Centre for Distance and Online Education,MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,1097944108,2759791115,1097944108,anayasethi@hotmail.com,vbalasubramanian@hotmail.com,6513719122,257165258,4716604881,8343093439,7.58822E+11
3745,Dr,Mehul Rajagopalan,06-12-1982,Duplicate,25PG771846,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Installment,2706137117,4107536145,2706137117,sanetiya@jain-dewan.com,ehsaan29@hotmail.com,6851219980,5942096645,9492279597,7005652054,6.95529E+11
3746,Miss,Kartik Sankar,21-08-1970,Provisionally Admitted,25PG238520,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,7004109666,8105502183,7004109666,nehmat59@hotmail.com,hridaan66@basu.biz,6635036710,1352365893,737306611,7854077750,7.6029E+11
3747,Dr,Yashvi Madan,11-06-1994,Duplicate,25UG129144,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,893624187,1660110013,893624187,bhaminivirk@sastry-kaul.com,yakshit02@madan-mand.com,4722956984,334423927,4055822004,6844302908,6.05995E+11
3748,Mr,Hrishita Bhardwaj,30-01-1994,Duplicate,25UG273094,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,7158956393,8370649036,7158956393,psane@badal-banik.com,dkanda@gmail.com,8295250765,3919208062,7699146362,4491909605,3.1221E+11
3749,Mr,Indrans Sem,23-03-1973,Duplicate,25UG246759,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,1181772699,7397872113,1181772699,kantzaina@yahoo.com,ivantella@maharaj.com,4471808068,4720293689,6384287548,9914702867,7.46014E+11
3750,Miss,Kashvi Suresh,22-06-1999,Duplicate,25PG957613,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,8461522340,7333699690,8461522340,somanivan@hotmail.com,ibarad@dora.com,2302213195,8108461431,4481752760,3501577004,2.87286E+11
3751,Dr,Anya Varkey,12-08-2003,Duplicate,25UG720390,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,4110459565,8082796636,4110459565,neysa56@venkatesh-agrawal.info,shlokbadami@hotmail.com,7757971458,7579755922,6872468862,1731781125,5.4335E+11
3752,Dr,Zain Brar,02-06-1984,Duplicate,25UG447564,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Installment,1366576196,1763608602,1366576196,gchopra@mallick.org,singhranbir@anne.org,267745401,4136281648,8867899848,5416747474,5.26321E+11
3753,Dr,Onkar Din,27-02-1974,Duplicate,25PG473883,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,4213644426,8280311995,4213644426,walihazel@banerjee.com,nishithsrinivas@borra.com,6769090764,2865217963,2903164901,5059825147,5.25651E+11
3754,Mr,Divyansh Bera,27-11-1983,Duplicate,25PG696368,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,892465470,5115287670,892465470,tiwarinehmat@hotmail.com,rattankrish@hotmail.com,5899560745,4875887439,9735073905,6525973899,9.63548E+11
3755,Ms,Renee Kaul,18-08-1977,Provisionally Admitted,25PG610290,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,8185956450,2844296259,8185956450,bbains@kala.org,himmat82@yahoo.com,471636685,9458446856,3306936529,6252962641,1.39227E+11
3756,Mrs,Manjari Rout,23-12-2004,Duplicate,25PG418657,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Installment,1231608129,6600186157,1231608129,gargkrish@yahoo.com,dhruv21@hotmail.com,383740076,3091668805,4767611779,6698819781,7.64514E+11
3757,Ms,Madhup Bhardwaj,27-12-2003,Provisionally Admitted,25UG121515,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PIET-1 - MTech - PG-CE,VACANT QUOTA,547155592,7066832975,547155592,heerdivan@gmail.com,adahsubramanian@yahoo.com,9853596124,618980157,6982753898,4078243021,9.5433E+11
3758,Mr,Pihu Banerjee,12-10-1976,Duplicate,25PG279425,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,2598134815,2632492581,2598134815,umangchopra@vyas.com,alia78@gmail.com,2346830469,630412791,7757728431,3564088947,1.61914E+11
